1,49.793350,9.908222,0.00,14332400,170520,0,0.12
2,49.793350,9.908225,0.00,14332500,170520,0,0.14
3,49.793346,9.908229,0.00,14332600,170520,0,0.09
4,49.793342,9.908231,0.00,14332700,170520,0,0.09
1,49.793338,9.908235,0.00,14333000,170520,0,0.10
2,49.793338,9.908237,0.00,14333100,170520,0,0.05
3,49.793338,9.908239,0.00,14333200,170520,0,0.11
4,49.793338,9.908242,0.00,14333300,170520,0,0.05
5,49.793338,9.908240,0.00,14333400,170520,0,0.05
6,49.793342,9.908242,0.00,14333500,170520,0,0.13
7,49.793346,9.908246,0.00,14333600,170520,0,0.30
8,49.793346,9.908246,0.00,14333700,170520,0,0.24
9,49.793346,2.400000,35.00,14333700,170520,49,0.24
10,49.793346,9.908247,35.00,14333800,170520,49,0.23
11,49.793346,9.908253,35.00,14333900,170520,49,0.33
12,49.793350,9.908255,35.00,14334000,170520,49,0.33
13,49.793346,9.908254,35.00,14334100,170520,49,0.14
14,49.793346,9.908256,35.00,14334200,170520,49,0.18
15,49.793346,9.908256,35.00,14334300,170520,49,0.06
16,49.793346,9.908261,35.00,14334400,170520,49,0.18
17,49.793350,9.908262,35.00,14334500,170520,49,0.10
18,49.793350,9.908264,35.00,14334600,170520,49,0.06
19,49.793346,9.908259,35.00,14334700,170520,49,0.28
20,49.793346,9.908254,35.00,14334800,170520,49,0.29
21,49.793342,9.908243,35.00,14334900,170520,49,0.30
22,49.793334,9.908225,35.00,14335000,170520,49,0.67
23,49.793331,9.908209,35.00,14335100,170520,49,0.82
24,49.793331,9.908185,35.00,14335200,170520,49,1.51
25,49.793338,9.908152,35.00,14335300,170520,49,2.45
26,49.793338,9.908110,35.00,14335400,170520,49,3.19
27,49.793342,9.908061,35.00,14335500,170520,49,3.54
28,49.793338,9.908011,35.00,14335600,170520,49,3.79
29,49.793331,9.907961,35.00,14335700,170520,49,3.39
30,49.793319,9.907907,35.00,14335800,170520,49,3.91
31,49.793315,9.907845,35.00,14335900,170520,49,4.44
