1,49.793334,9.908729,0.00,18063400,180520,3,0.40
2,49.793331,9.908699,0.00,18063500,180520,3,0.19
3,49.793315,9.908724,0.00,18063600,180520,3,0.73
4,49.793334,9.908720,0.00,18063700,180520,3,0.57
5,49.793327,9.908737,0.00,18063800,180520,3,0.14
6,49.793334,9.908734,0.00,18063900,180520,3,0.14
7,49.793334,9.908733,0.00,18064000,180520,3,0.35
8,49.793338,9.908734,0.00,18064100,180520,3,0.28
9,49.793334,9.908741,0.00,18064200,180520,3,0.41
10,49.793346,9.908728,0.00,18064300,180520,3,1.23
11,49.793354,9.908719,0.00,18064400,180520,3,0.88
12,49.793354,9.908717,0.00,18064500,180520,3,0.30
13,49.793354,9.908722,0.00,18064600,180520,3,0.10
14,49.793350,9.908728,0.00,18064700,180520,3,0.17
15,49.793350,9.908729,0.00,18064800,180520,3,0.24
16,49.793342,9.908740,0.00,18064900,180520,3,0.38
17,49.793354,9.908707,0.00,18065000,180520,3,1.18
18,49.793354,9.908690,0.00,18065100,180520,3,0.51
19,49.793342,9.908688,0.00,18065200,180520,3,0.08
20,49.793334,9.908673,0.00,18065300,180520,3,0.51
21,49.793334,9.908679,0.00,18065400,180520,3,1.03
22,49.793338,9.908678,0.00,18065500,180520,3,0.91
23,49.793319,9.908699,0.00,18065600,180520,3,1.02
24,49.793312,9.908725,0.00,18065700,180520,3,1.77
25,49.793296,9.908742,0.00,18065800,180520,32,2.06
26,49.793273,9.908775,0.00,18065900,180520,32,2.24
27,49.793262,9.908798,0.00,18070000,180520,32,1.77
28,49.793251,9.908839,0.00,18070100,180520,32,3.02
29,49.793228,9.908869,0.00,18070200,180520,32,1.80
30,49.793197,9.908918,0.00,18070300,180520,32,3.29
31,49.793148,9.908948,0.00,18070400,180520,32,4.25
32,49.793109,9.909011,0.00,18070500,180520,32,4.54
33,49.793087,9.909060,0.00,18070600,180520,32,4.43
34,49.793071,9.909091,0.00,18070700,180520,32,3.99
35,49.793037,9.909136,0.00,18070800,180520,32,4.57
36,49.793014,9.909190,0.00,18070900,180520,32,4.35
37,49.792995,9.909242,0.00,18071000,180520,32,4.61
38,49.792938,9.909255,0.00,18071100,180520,32,4.31
39,49.792877,9.909270,0.00,18071200,180520,32,5.64
40,49.792869,9.909323,0.00,18071300,180520,32,4.83
41,49.792842,9.909337,0.00,18071400,180520,32,3.90
42,49.792831,9.909373,0.00,18071500,180520,32,3.53
43,49.792831,9.909375,0.00,18071600,180520,32,1.27
